,percentage_occupied,a_symmetry,b_symmetry,c_symmetry,contour_perimeter,total_contour_perimeter,iou_circle,View
262,65.08192318023099,0.0,1.0,-36.0,618.0,493.0,0.7623651915210116,1.0
263,63.502006059117335,0.0,1.0,-69.0,1357.0,2128.0,0.7469718113312867,3.0
264,74.30982519590114,0.0,1.0,-52.0,718.0,1061.0,0.8439651216154199,2.0
265,50.93240093240093,1.0,0.0,-20.0,179.0,112.0,0.3412587412587413,2.0
266,66.20506173681697,0.0,1.0,-54.0,1076.0,1980.0,0.7872025187517363,3.0
267,54.58333333333333,0.0,1.0,-8.0,102.0,42.0,0.6358024691358025,2.0
268,69.520697167756,1.0,0.0,-42.0,1014.0,831.0,0.611126642437797,1.0
269,64.9849720910262,1.2426470588235294,1.0,-171.5,2061.0,2887.0,0.6273994375840567,3.0
270,66.13338209078027,1.0,0.0,-84.0,1272.0,1523.0,0.7810902371419772,3.0
271,68.67797928720766,0.0,1.0,-78.0,1186.0,2641.0,0.7685209253964128,3.0
272,76.22889771598808,1.0,0.0,-53.0,686.0,1085.0,0.8578695853244952,2.0
273,64.77465986394559,1.2014388489208634,1.0,-169.5,1710.0,2806.0,0.6731449823046008,3.0
274,68.52869352869352,1.0,0.0,-52.0,791.0,628.0,0.7292839903459373,1.0
275,73.3053463390542,0.0,1.0,-46.0,826.0,1452.0,0.8456034345682939,2.0
276,68.57142857142857,1.0,0.0,-35.0,657.0,997.0,0.8319256756756757,1.0
277,43.68131868131868,1.0,0.0,-39.0,737.0,485.0,0.42857142857142855,1.0
278,64.31282586027112,1.0,0.0,-88.0,1378.0,1483.0,0.7528381813047161,3.0
279,64.58906967042137,1.207142857142857,1.0,-171.5,1853.0,1976.0,0.6055793732262544,3.0
280,20.707070707070706,1.0,0.0,-11.0,155.0,72.0,0.14241486068111456,1.0
281,64.59388720027019,1.1928571428571428,1.0,-169.5,1656.0,2958.0,0.7055795515058281,3.0
282,73.18719940806511,1.0,0.0,-68.0,1488.0,1776.0,0.8734367183591796,1.0
283,59.953893061649445,1.0,0.0,-60.0,1645.0,931.0,0.559657521635058,1.0
284,68.54183057959612,0.0,1.0,-41.0,848.0,1356.0,0.8571691176470588,1.0
285,64.7047126665341,0.0,1.0,-47.0,862.0,1613.0,0.8445413618458075,3.0
286,58.06451612903226,1.0,0.0,-16.0,187.0,176.0,0.6287581699346405,3.0
287,80.17662337662338,0.0,1.0,-62.0,1069.0,2774.0,0.8836661292322957,1.0
288,78.37521917007598,0.0,1.0,-59.0,1084.0,2613.0,0.8829212844558113,1.0
289,73.93939393939394,1.0,0.0,-11.0,106.0,65.0,0.8384615384615385,2.0
290,72.08538587848933,0.0,1.0,-10.0,162.0,132.0,0.8291139240506329,2.0
291,65.85243433160448,1.2391304347826086,1.0,-173.5,1798.0,2743.0,0.64081013249285,3.0
292,65.61821219715956,1.223021582733813,1.0,-172.5,1773.0,2667.0,0.602678304537574,3.0
293,67.15703651187522,1.0,0.0,-31.0,751.0,1070.0,0.6617056461138673,1.0
294,65.85845347313237,0.0,1.0,-54.0,1079.0,1945.0,0.784720984132644,3.0
295,74.00642651784204,1.0,0.0,-36.0,730.0,1137.0,0.7744003308519437,2.0
296,52.214285714285715,1.0,0.0,-42.0,800.0,733.0,0.51927589674824,1.0
297,72.98207298207299,1.0,0.0,-56.0,1059.0,1744.0,0.8567446370136953,2.0
298,64.95491627307858,1.2426470588235294,1.0,-171.5,2083.0,2621.0,0.6296115019883757,3.0
299,63.298969072164944,0.0,1.0,-48.0,945.0,1524.0,0.8224836935669523,3.0
